slice,kind,label,n,residual,ci_lo,ci_hi,p,fdr
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Mortis",320,0.020010,-0.036858,0.073997,0.47266,false
"GLOBAL (all modes, all maps)",pair,"Damian + Meg",403,-0.017645,-0.067797,0.028935,0.47297,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Emz",128,0.030583,-0.053125,0.111751,0.47455,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Jessie",113,0.032152,-0.058531,0.118179,0.47575,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Crow",230,-0.023557,-0.086660,0.042365,0.47614,false
"GLOBAL (all modes, all maps)",pair,"Frank + Tara",75,0.040232,-0.070729,0.148504,0.47632,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Bo",62,-0.045140,-0.179325,0.072042,0.47666,false
"GLOBAL (all modes, all maps)",pair,"Byron + Carl",137,0.030824,-0.054769,0.118636,0.47684,false
"GLOBAL (all modes, all maps)",pair,"Mina + Colt",90,-0.037881,-0.141401,0.069041,0.47753,false
"GLOBAL (all modes, all maps)",pair,"Gale + Bibi",68,-0.044429,-0.167063,0.075522,0.47753,false
"GLOBAL (all modes, all maps)",pair,"Fang + Emz",141,0.029474,-0.052047,0.111400,0.47767,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Otis",97,-0.034679,-0.130102,0.066606,0.47976,false
"GLOBAL (all modes, all maps)",pair,"Damian + Chester",241,0.023342,-0.038196,0.089472,0.48046,false
"GLOBAL (all modes, all maps)",pair,"Mico + Brock",356,0.018307,-0.033054,0.069473,0.48092,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Kaze",271,0.021637,-0.040606,0.084044,0.48375,false
"GLOBAL (all modes, all maps)",pair,"Ash + Max",96,-0.035818,-0.138342,0.064911,0.48465,false
"GLOBAL (all modes, all maps)",pair,"Chester + Mortis",272,-0.020783,-0.081171,0.037910,0.48548,false
"GLOBAL (all modes, all maps)",pair,"Tick + Piper",160,-0.026858,-0.102742,0.049047,0.48576,false
"GLOBAL (all modes, all maps)",pair,"Leon + Colt",203,-0.024250,-0.096586,0.041751,0.48712,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Otis",169,0.026792,-0.054201,0.099419,0.48749,false
"GLOBAL (all modes, all maps)",pair,"Damian + Mandy",90,-0.036967,-0.139577,0.071779,0.48839,false
"GLOBAL (all modes, all maps)",pair,"Meg + Sandy",65,0.042591,-0.084024,0.165115,0.48940,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Meg",113,-0.031357,-0.120176,0.055219,0.48982,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Mandy",92,-0.034453,-0.131590,0.063231,0.49120,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Lou",83,-0.038955,-0.147026,0.075739,0.49171,false
"GLOBAL (all modes, all maps)",pair,"Alli + Crow",185,0.024341,-0.041925,0.097052,0.49282,false
"GLOBAL (all modes, all maps)",pair,"Griff + Bo",906,0.011266,-0.020872,0.040562,0.49285,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Stu",434,0.016422,-0.031332,0.064039,0.49476,false
"GLOBAL (all modes, all maps)",pair,"Berry + Mandy",89,0.035508,-0.059677,0.144632,0.49507,false
"GLOBAL (all modes, all maps)",pair,"Rico + Bull",307,-0.019507,-0.075412,0.036452,0.49620,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Crow",113,0.032246,-0.056819,0.120730,0.49632,false
"GLOBAL (all modes, all maps)",pair,"Emz + Tick",133,0.028697,-0.057405,0.111283,0.49643,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Meg",67,-0.041334,-0.159355,0.077138,0.49671,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Mortis",187,0.023844,-0.046183,0.089236,0.49906,false
"GLOBAL (all modes, all maps)",pair,"Berry + Meg",245,-0.020704,-0.080198,0.039256,0.49961,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Bibi",60,0.043814,-0.080234,0.167962,0.50075,false
"GLOBAL (all modes, all maps)",pair,"Kit + Griff",148,0.027411,-0.051036,0.108527,0.50111,false
"GLOBAL (all modes, all maps)",pair,"Stu + Bo",234,-0.022310,-0.089254,0.037214,0.50149,false
"GLOBAL (all modes, all maps)",pair,"Griff + Surge",1262,0.009128,-0.018156,0.036957,0.50233,false
"GLOBAL (all modes, all maps)",pair,"Ash + 8-Bit",79,0.036929,-0.065304,0.147258,0.50245,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Nani",101,-0.033170,-0.126715,0.063270,0.50316,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Max",639,-0.013176,-0.052082,0.025415,0.50402,false
"GLOBAL (all modes, all maps)",pair,"Max + 8-Bit",601,-0.013872,-0.053477,0.024861,0.50429,false
"GLOBAL (all modes, all maps)",pair,"Najia + Meeple",128,0.028216,-0.057882,0.112140,0.50556,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Bo",64,0.041060,-0.079621,0.161512,0.50560,false
"GLOBAL (all modes, all maps)",pair,"Buzz + Crow",125,-0.030182,-0.116314,0.059331,0.50563,false
"GLOBAL (all modes, all maps)",pair,"Gale + Crow",91,0.034936,-0.070653,0.138791,0.50573,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Bo",208,0.022136,-0.043300,0.083948,0.50669,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Rico",135,0.027269,-0.053807,0.108104,0.50901,false
"GLOBAL (all modes, all maps)",pair,"Stu + Lou",172,-0.025211,-0.102882,0.051299,0.51023,false
"GLOBAL (all modes, all maps)",pair,"Berry + Surge",236,0.020786,-0.039639,0.086225,0.51052,false
"GLOBAL (all modes, all maps)",pair,"Kit + Darryl",106,0.032902,-0.063180,0.134293,0.51086,false
"GLOBAL (all modes, all maps)",pair,"Frank + Rico",109,-0.030880,-0.123081,0.060763,0.51191,false
"GLOBAL (all modes, all maps)",pair,"Mico + Crow",310,0.018134,-0.035616,0.069003,0.51274,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Leon",84,0.036916,-0.069534,0.149473,0.51307,false
"GLOBAL (all modes, all maps)",pair,"Chester + Buzz",76,-0.037065,-0.149699,0.073922,0.51370,false
"GLOBAL (all modes, all maps)",pair,"Meg + Mortis",527,0.014353,-0.029737,0.057906,0.51556,false
"GLOBAL (all modes, all maps)",pair,"Damian + Najia",80,-0.035376,-0.141705,0.079613,0.51620,false
"GLOBAL (all modes, all maps)",pair,"Byron + Bea",76,0.037917,-0.080438,0.149071,0.51724,false
"GLOBAL (all modes, all maps)",pair,"Otis + Tick",71,0.038045,-0.078206,0.152223,0.51753,false
"GLOBAL (all modes, all maps)",pair,"Otis + Edgar",447,0.015477,-0.033239,0.062730,0.51803,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Squeak",87,-0.034986,-0.140437,0.072239,0.51813,false
"GLOBAL (all modes, all maps)",pair,"Damian + Stu",330,-0.017884,-0.071757,0.036997,0.51847,false
"GLOBAL (all modes, all maps)",pair,"Amber + Surge",93,0.032952,-0.075337,0.132221,0.51872,false
"GLOBAL (all modes, all maps)",pair,"Byron + Emz",72,-0.036940,-0.145406,0.071534,0.52024,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Angelo",107,-0.030445,-0.120768,0.061083,0.52049,false
"GLOBAL (all modes, all maps)",pair,"Griff + Barley",126,0.027396,-0.054195,0.111211,0.52087,false
"GLOBAL (all modes, all maps)",pair,"Mortis + Rico",352,-0.016837,-0.069649,0.034004,0.52164,false
"GLOBAL (all modes, all maps)",pair,"Gale + Emz",71,-0.039100,-0.160481,0.081769,0.52471,false
"GLOBAL (all modes, all maps)",pair,"Surge + Max",762,0.011324,-0.023656,0.045080,0.52629,false
"GLOBAL (all modes, all maps)",pair,"Crow + Bull",296,0.018585,-0.039648,0.073411,0.52906,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Gene",304,0.017872,-0.038170,0.073867,0.52979,false
"GLOBAL (all modes, all maps)",pair,"Mr. P + Brock",105,0.031163,-0.067344,0.133325,0.53008,false
"GLOBAL (all modes, all maps)",pair,"Lou + Tara",77,-0.036025,-0.140848,0.081726,0.53012,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Griff",1114,-0.009181,-0.036288,0.019334,0.53056,false
"GLOBAL (all modes, all maps)",pair,"Colette + Bull",109,0.031612,-0.067828,0.125447,0.53075,false
"GLOBAL (all modes, all maps)",pair,"Gray + Sprout",66,0.038675,-0.083998,0.159732,0.53252,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Carl",64,-0.040128,-0.166895,0.085444,0.53284,false
"GLOBAL (all modes, all maps)",triple,"Surge + Crow + Brock",77,-0.033948,-0.142492,0.070422,0.53359,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Mortis",78,-0.033456,-0.140199,0.075593,0.53570,false
"GLOBAL (all modes, all maps)",pair,"R-T + Brock",72,0.036772,-0.078764,0.152809,0.53572,false
"GLOBAL (all modes, all maps)",triple,"Griff + Crow + Brock",70,-0.036480,-0.150310,0.077599,0.53573,false
"GLOBAL (all modes, all maps)",pair,"Chester + Bull",188,0.022457,-0.047516,0.092666,0.53602,false
"GLOBAL (all modes, all maps)",pair,"Najia + Griff",130,-0.026511,-0.107814,0.058722,0.53638,false
"GLOBAL (all modes, all maps)",pair,"Carl + Penny",99,0.032031,-0.071824,0.132407,0.53708,false
"GLOBAL (all modes, all maps)",pair,"Meg + Spike",248,0.019124,-0.039871,0.080394,0.53808,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Griff",92,-0.030967,-0.129850,0.067794,0.53885,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Max",222,-0.020437,-0.086010,0.044908,0.53887,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Brock",845,-0.010552,-0.043197,0.022627,0.53957,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Mico",79,0.034155,-0.072375,0.139377,0.54035,false
"GLOBAL (all modes, all maps)",pair,"Juju + Edgar",74,0.033984,-0.068974,0.142449,0.54069,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Angelo",234,0.020231,-0.046671,0.085692,0.54325,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Colette",91,0.032573,-0.072601,0.137913,0.54332,false
"GLOBAL (all modes, all maps)",pair,"Shade + Dynamike",77,-0.033531,-0.145076,0.071353,0.54377,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Piper",305,-0.017368,-0.074245,0.038842,0.54422,false
"GLOBAL (all modes, all maps)",pair,"Colette + Bo",196,0.021604,-0.048377,0.094842,0.54439,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Lily",88,0.033164,-0.068618,0.142213,0.54466,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Surge",108,0.029386,-0.062084,0.126450,0.54529,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Emz",129,0.024996,-0.060466,0.104541,0.54621,false
"GLOBAL (all modes, all maps)",pair,"Doug + Edgar",85,0.031965,-0.067641,0.136602,0.54654,false
"GLOBAL (all modes, all maps)",pair,"Griff + Buzz",161,0.024085,-0.050479,0.102700,0.54682,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Byron",226,0.019633,-0.040957,0.084031,0.54759,false
"GLOBAL (all modes, all maps)",pair,"Meg + Shelly",91,-0.031921,-0.135734,0.068417,0.54782,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Lou",150,0.024247,-0.053965,0.103302,0.54912,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Surge",1008,-0.009318,-0.040451,0.021097,0.55072,false
"GLOBAL (all modes, all maps)",pair,"Berry + Spike",91,0.031211,-0.067582,0.131711,0.55131,false
"GLOBAL (all modes, all maps)",pair,"Meg + Jessie",126,-0.026394,-0.114717,0.056633,0.55154,false
"GLOBAL (all modes, all maps)",pair,"Mico + Leon",71,-0.034851,-0.148551,0.080410,0.55332,false
"GLOBAL (all modes, all maps)",pair,"Ash + Emz",60,0.036430,-0.077871,0.157575,0.55360,false
"GLOBAL (all modes, all maps)",pair,"Gale + Rico",71,0.035424,-0.087061,0.156244,0.55614,false
"GLOBAL (all modes, all maps)",pair,"Colette + Mortis",92,-0.030705,-0.131861,0.072978,0.55965,false
"GLOBAL (all modes, all maps)",pair,"Emz + Spike",214,-0.019386,-0.085533,0.047551,0.56199,false
"GLOBAL (all modes, all maps)",pair,"Kit + Surge",134,0.025548,-0.060284,0.108030,0.56204,false
"GLOBAL (all modes, all maps)",pair,"Otis + Ash",70,0.035422,-0.081957,0.151925,0.56247,false
"GLOBAL (all modes, all maps)",pair,"Damian + Tick",84,-0.030991,-0.133543,0.074379,0.56466,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Bo",67,-0.034796,-0.146972,0.087623,0.56515,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Griff",1127,0.008357,-0.019583,0.037230,0.56548,false
"GLOBAL (all modes, all maps)",pair,"Chester + Colette",80,0.031362,-0.070551,0.140426,0.56671,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Spike",73,0.034281,-0.080574,0.147993,0.56838,false
"GLOBAL (all modes, all maps)",pair,"Shade + Stu",179,0.021527,-0.051518,0.099087,0.57162,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Byron",246,-0.017440,-0.077429,0.044621,0.57333,false
"GLOBAL (all modes, all maps)",pair,"Chester + Nita",82,-0.031677,-0.144949,0.079272,0.57340,false
"GLOBAL (all modes, all maps)",pair,"Berry + Crow",215,0.018169,-0.044034,0.083593,0.57382,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Tara",86,0.030701,-0.077450,0.134651,0.57476,false
"GLOBAL (all modes, all maps)",pair,"Chester + Meg",429,-0.013350,-0.062313,0.032264,0.57492,false
"GLOBAL (all modes, all maps)",pair,"Shade + Edgar",205,0.019629,-0.050428,0.086568,0.57515,false
"GLOBAL (all modes, all maps)",pair,"Gale + Colt",68,-0.033154,-0.147653,0.080569,0.57521,false
"GLOBAL (all modes, all maps)",pair,"Buzz + Edgar",90,-0.030584,-0.138631,0.079763,0.57525,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Lou",172,0.021454,-0.051112,0.100771,0.57606,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Mortis",84,0.030623,-0.078130,0.137298,0.57631,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Stu",155,0.022072,-0.055618,0.101505,0.57647,false
"GLOBAL (all modes, all maps)",pair,"Alli + Otis",83,-0.029536,-0.134998,0.075266,0.57650,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Max",153,0.023657,-0.061109,0.108476,0.57661,false
"GLOBAL (all modes, all maps)",pair,"Fang + Leon",87,-0.029315,-0.127540,0.077693,0.57791,false
"GLOBAL (all modes, all maps)",pair,"Frank + Brock",66,-0.034229,-0.156221,0.087598,0.57831,false
"GLOBAL (all modes, all maps)",pair,"Mico + Byron",98,0.027579,-0.071162,0.123628,0.57875,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Crow",831,-0.009340,-0.041076,0.024636,0.57904,false
"GLOBAL (all modes, all maps)",pair,"Griff + Tara",705,-0.010434,-0.046824,0.025176,0.57994,false
"GLOBAL (all modes, all maps)",pair,"Bea + Brock",108,0.026273,-0.068702,0.120862,0.58120,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Rico",72,0.032579,-0.086050,0.145848,0.58134,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Frank",69,-0.033620,-0.157819,0.086373,0.58178,false
"GLOBAL (all modes, all maps)",pair,"Byron + Bo",162,-0.021119,-0.100429,0.054548,0.58239,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Crow",61,0.035334,-0.084932,0.165695,0.58277,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Griff",563,-0.011722,-0.053136,0.029728,0.58350,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Gus",68,-0.032140,-0.142688,0.084674,0.58558,false
"GLOBAL (all modes, all maps)",pair,"Juju + Surge",74,0.033255,-0.092553,0.147168,0.58597,false
"GLOBAL (all modes, all maps)",pair,"Otis + Penny",104,-0.026632,-0.123836,0.071308,0.58616,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Max",182,0.019715,-0.051392,0.090958,0.58704,false
"GLOBAL (all modes, all maps)",pair,"Lily + Otis",72,-0.032020,-0.142343,0.081681,0.58790,false
"GLOBAL (all modes, all maps)",pair,"Buzz + Rico",113,0.025225,-0.066217,0.117070,0.58856,false
"GLOBAL (all modes, all maps)",pair,"Gray + Piper",226,0.017882,-0.045881,0.085542,0.58863,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Berry",72,-0.033140,-0.151792,0.088499,0.58914,false
"GLOBAL (all modes, all maps)",pair,"Finx + Surge",66,-0.032763,-0.156796,0.079027,0.58959,false
"GLOBAL (all modes, all maps)",pair,"Gus + Edgar",138,0.022708,-0.059738,0.104588,0.59281,false
"GLOBAL (all modes, all maps)",pair,"Gale + Bo",75,0.031691,-0.084168,0.149395,0.59304,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Byron",79,-0.029597,-0.138185,0.080521,0.59474,false
"GLOBAL (all modes, all maps)",pair,"Doug + Emz",64,0.033354,-0.094867,0.154329,0.59479,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Crow",131,0.023711,-0.066206,0.110149,0.59563,false
"GLOBAL (all modes, all maps)",pair,"Mina + Gene",197,0.018597,-0.048719,0.091999,0.59732,false
"GLOBAL (all modes, all maps)",pair,"Chester + Crow",577,0.010933,-0.029092,0.051249,0.59746,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Colette",210,-0.018367,-0.087126,0.050683,0.59832,false
"GLOBAL (all modes, all maps)",pair,"Otis + Griff",685,0.010000,-0.027240,0.047916,0.59938,false
"GLOBAL (all modes, all maps)",pair,"Griff + Gene",208,-0.018471,-0.089775,0.046507,0.60017,false
"GLOBAL (all modes, all maps)",pair,"Tick + Rico",134,-0.022791,-0.109620,0.059938,0.60038,false
"GLOBAL (all modes, all maps)",pair,"Darryl + Brock",88,0.028415,-0.075478,0.139876,0.60211,false
"GLOBAL (all modes, all maps)",pair,"Chester + Ruffs",148,-0.020737,-0.096655,0.058386,0.60224,false
"GLOBAL (all modes, all maps)",pair,"Shade + Emz",170,0.019490,-0.054865,0.092307,0.60232,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Meg",699,-0.009493,-0.045964,0.026817,0.60334,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Cordelius",127,-0.022737,-0.108916,0.062178,0.60381,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Max",457,-0.011988,-0.058302,0.032428,0.60402,false
"GLOBAL (all modes, all maps)",pair,"Pearl + 8-Bit",158,-0.020491,-0.097215,0.060190,0.60826,false
"GLOBAL (all modes, all maps)",pair,"Surge + Rico",690,0.009813,-0.027154,0.047946,0.60879,false
"GLOBAL (all modes, all maps)",pair,"Tick + Gene",77,0.029604,-0.084894,0.143477,0.60950,false
"GLOBAL (all modes, all maps)",pair,"Max + Bibi",82,0.029020,-0.085315,0.138461,0.61074,false
"GLOBAL (all modes, all maps)",pair,"Lily + Meg",106,-0.023916,-0.115764,0.068479,0.61120,false
"GLOBAL (all modes, all maps)",pair,"Chester + Edgar",409,-0.012772,-0.064923,0.035631,0.61281,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Gus",196,-0.017137,-0.084536,0.048762,0.61363,false
"GLOBAL (all modes, all maps)",pair,"Crow + Nita",191,0.019361,-0.059977,0.091827,0.61367,false
"GLOBAL (all modes, all maps)",pair,"Griff + Ruffs",658,-0.009787,-0.047903,0.029046,0.61452,false
"GLOBAL (all modes, all maps)",pair,"Najia + Gene",119,0.023209,-0.068017,0.114017,0.61486,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Penny",61,0.032405,-0.097950,0.161129,0.61550,false
"GLOBAL (all modes, all maps)",pair,"Griff + Belle",101,-0.025366,-0.122960,0.075536,0.61691,false
"GLOBAL (all modes, all maps)",pair,"Otis + Piper",197,-0.017585,-0.086121,0.051971,0.61720,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Kit",109,-0.023739,-0.116787,0.070263,0.61748,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Bea",91,0.026856,-0.079654,0.132997,0.61936,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Colt",193,-0.017900,-0.086477,0.052776,0.62016,false
"GLOBAL (all modes, all maps)",pair,"Shade + Ruffs",104,0.023490,-0.068608,0.115280,0.62208,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Carl",68,-0.029135,-0.144178,0.087149,0.62231,false
"GLOBAL (all modes, all maps)",pair,"Berry + Emz",145,0.020854,-0.062244,0.104969,0.62241,false
"GLOBAL (all modes, all maps)",pair,"Berry + Bibi",147,0.019697,-0.063150,0.097919,0.62386,false
"GLOBAL (all modes, all maps)",pair,"Belle + Byron",151,0.019804,-0.057757,0.097989,0.62411,false
"GLOBAL (all modes, all maps)",pair,"Chester + 8-Bit",239,0.016087,-0.047569,0.079857,0.62412,false
"GLOBAL (all modes, all maps)",pair,"Nani + Gene",119,-0.021768,-0.114098,0.062501,0.62501,false
"GLOBAL (all modes, all maps)",pair,"Colette + Emz",139,0.020408,-0.056557,0.101935,0.62582,false
"GLOBAL (all modes, all maps)",pair,"Griff + Stu",946,0.007900,-0.025449,0.040649,0.62635,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Nita",88,0.025187,-0.083177,0.120554,0.62675,false
"GLOBAL (all modes, all maps)",pair,"Max + Crow",667,0.009175,-0.028673,0.046899,0.62699,false
"GLOBAL (all modes, all maps)",pair,"Carl + Colt",317,-0.013943,-0.071488,0.040580,0.62729,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Griff",309,-0.013840,-0.071469,0.039335,0.62741,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Colt",496,0.010574,-0.033825,0.050606,0.62782,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Berry",77,0.026104,-0.079987,0.130200,0.62876,false
"GLOBAL (all modes, all maps)",pair,"Najia + Mandy",94,-0.024324,-0.126085,0.073568,0.62933,false
"GLOBAL (all modes, all maps)",pair,"Poco + Crow",67,0.028695,-0.088665,0.152454,0.63040,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Bull",107,-0.023668,-0.116391,0.071056,0.63148,false
"GLOBAL (all modes, all maps)",pair,"Lou + Max",155,-0.018986,-0.095859,0.063228,0.63249,false
"GLOBAL (all modes, all maps)",pair,"Grom + Spike",74,0.027163,-0.087920,0.143105,0.63252,false
"GLOBAL (all modes, all maps)",pair,"Colette + Colt",338,0.012657,-0.037703,0.065897,0.63329,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Meg",63,0.028916,-0.083127,0.149467,0.63333,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Chuck",66,-0.030240,-0.151541,0.092870,0.63420,false
"GLOBAL (all modes, all maps)",pair,"Leon + Tick",159,0.019079,-0.061181,0.096111,0.63442,false
"GLOBAL (all modes, all maps)",pair,"Surge + Penny",334,-0.012943,-0.066183,0.038961,0.63445,false
"GLOBAL (all modes, all maps)",pair,"Griff + Max",968,-0.007756,-0.039855,0.024170,0.63459,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Bo",256,-0.014672,-0.080484,0.042732,0.63510,false
"GLOBAL (all modes, all maps)",pair,"Squeak + 8-Bit",83,0.025360,-0.081840,0.128839,0.63592,false
"GLOBAL (all modes, all maps)",pair,"Leon + Gene",204,-0.016259,-0.083162,0.052257,0.63622,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Edgar",136,-0.020661,-0.106009,0.064993,0.63679,false
"GLOBAL (all modes, all maps)",pair,"Alli + 8-Bit",117,-0.022533,-0.119644,0.069024,0.63703,false
"GLOBAL (all modes, all maps)",pair,"Alli + Griff",217,0.015792,-0.050594,0.078207,0.63783,false
"GLOBAL (all modes, all maps)",pair,"Jessie + Brock",179,0.017133,-0.054541,0.091323,0.63895,false
"GLOBAL (all modes, all maps)",pair,"Mico + Nita",71,-0.027903,-0.149666,0.083425,0.63901,false
"GLOBAL (all modes, all maps)",pair,"Willow + Griff",97,-0.023246,-0.122544,0.072094,0.64017,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Ash",96,-0.023459,-0.117156,0.073924,0.64026,false
"GLOBAL (all modes, all maps)",pair,"Otis + Rico",453,0.010898,-0.033483,0.058341,0.64053,false
"GLOBAL (all modes, all maps)",pair,"Gus + Max",158,-0.018466,-0.097020,0.057712,0.64099,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Byron",277,-0.013870,-0.072024,0.045990,0.64100,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Melodie",72,-0.027731,-0.144585,0.090066,0.64147,false
"GLOBAL (all modes, all maps)",pair,"Berry + Brock",233,0.015314,-0.049689,0.079239,0.64508,false
"GLOBAL (all modes, all maps)",pair,"Carl + Piper",187,-0.016755,-0.088976,0.054686,0.64545,false
"GLOBAL (all modes, all maps)",pair,"Mortis + Dynamike",104,0.022231,-0.070132,0.118483,0.64551,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Spike",156,0.017735,-0.056016,0.094163,0.64721,false
"GLOBAL (all modes, all maps)",pair,"Chester + Spike",156,0.018137,-0.062551,0.098101,0.64809,false
"GLOBAL (all modes, all maps)",pair,"Mico + Mandy",82,-0.024590,-0.132571,0.082486,0.64837,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Fang",75,-0.027079,-0.142450,0.092001,0.65043,false
"GLOBAL (all modes, all maps)",pair,"Gray + Gene",128,0.020082,-0.067614,0.108033,0.65123,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Meg",133,-0.019261,-0.102085,0.063408,0.65126,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Pearl",123,-0.020397,-0.107570,0.065162,0.65274,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Crow",1010,-0.006987,-0.037468,0.022294,0.65298,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Barley",100,-0.022403,-0.116522,0.079869,0.65300,false
"GLOBAL (all modes, all maps)",pair,"Griff + Spike",507,-0.009766,-0.053508,0.031602,0.65309,false
"GLOBAL (all modes, all maps)",pair,"Colette + Nani",84,-0.024513,-0.135354,0.079898,0.65348,false
"GLOBAL (all modes, all maps)",pair,"Crow + Shelly",72,0.027061,-0.096371,0.147657,0.65450,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Kenji",65,-0.027339,-0.153689,0.087288,0.65568,false
"GLOBAL (all modes, all maps)",pair,"Byron + Rico",223,-0.015100,-0.083641,0.052293,0.65775,false
"GLOBAL (all modes, all maps)",pair,"Eve + Brock",94,0.022680,-0.076426,0.123498,0.65819,false
"GLOBAL (all modes, all maps)",pair,"Otis + Max",322,-0.012325,-0.063594,0.044706,0.65828,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Edgar",93,-0.023142,-0.128120,0.077424,0.65915,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Carl",287,-0.013031,-0.068977,0.045698,0.65939,false
"GLOBAL (all modes, all maps)",pair,"Alli + Piper",64,-0.027985,-0.148800,0.105298,0.65970,false
"GLOBAL (all modes, all maps)",pair,"Mina + Byron",235,0.014189,-0.046279,0.079951,0.65980,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Meeple",544,-0.009575,-0.053271,0.035290,0.66121,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Willow",68,0.026455,-0.093559,0.144243,0.66312,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Max",217,0.014828,-0.049211,0.079969,0.66419,false
